ticker,event_date,capm_alpha,capm_beta,capm_car_1,capm_car_5,capm_car_30,capm_car_60
ALAB,2024-03-22,,,,,,
ALB,2015-02-12,,,,,,
ALB,2023-05-15,5.286180429083215e-06,1.3510448829559185,0.0544359360972671,0.031040466110270882,0.02999381472028588,-0.11863240829213989
ALCO,2016-03-07,-0.0010976294486177399,0.7465023341747266,-0.028556047260701697,-0.05725412044676651,0.045404444297688654,0.17586775643292935
ALDX,2019-10-02,-0.003671012252619355,1.50367093470861,0.09559450064426339,0.06484221905935789,0.2392334316291132,0.44671109212270704
ALEX,2015-09-02,-0.0005310115826709013,1.3096337324261824,0.009990157101854628,0.015191235112235248,0.048461386267885716,0.03488838186059492
ALEX,2020-03-17,-0.000629446494353906,0.7144744073511679,-0.09894725499996387,0.06157374827602355,0.24135851772336744,0.1968532913728501
ALGN,2019-08-14,-0.001487265229102626,1.7613655733279652,0.008497115644853987,-0.021723427810958276,-0.0026837983744371526,0.35946811616191243
ALGN,2022-11-03,-0.0031673159405118793,1.6337702147350386,0.010499388300307968,0.032868303755360914,0.1722014151536812,0.5147503626354516
ALLO,2018-10-17,,,,,,
ALLY,2016-05-05,-0.0008589398961791127,0.8870706114168065,0.013389465707502268,-0.00472715575965982,-0.011202774960520762,0.06025892903584941
ALMS,2024-08-27,,,,,,
ALRS,2019-09-18,-0.0011254094869567303,0.02901338758944272,0.008180810268745571,0.009705778856586567,0.033872445067673985,0.1100887664142874
ALRS,2023-03-20,-0.0011093082244895936,0.7878288871219359,0.019876594770045202,-0.013388033952488037,-0.16647345366188407,0.08801342667600837
AMCR,2020-03-18,-0.00013362230748959337,0.7093304583684309,0.22311186585408804,0.24803436142194976,0.2979940155478321,0.3796760463649968
AMG,2020-09-15,-0.0013627398345476573,1.4205848450165937,0.029169057121326624,0.01973077878304986,0.19469802910948733,0.37218240017419685
AMH,2016-12-02,0.0012065420867606656,0.856319391328104,0.027364696026402617,0.003772191401068781,-0.04253677154616553,-0.005151589453916614
AMH,2018-05-29,-0.0007465934199975525,0.5277187946475044,0.019336820857459525,0.05758591997177962,0.15460120210634962,0.1695336089326231
AMH,2018-11-13,-0.0003472910509751303,0.47577881759142443,-0.002471054692514063,-0.01616499690980694,0.022081965676967723,0.118887426953315
AMH,2020-03-19,0.0006564638873307962,0.38011975260886954,-0.13047538900826605,-0.058762867917164806,-0.03046249888719885,0.09457220855655038
AMH,2022-05-19,0.00024419919039217106,0.6677606910005751,0.0014727986156155603,-0.007748560887726387,-0.016122401827910283,-0.017950501695956876
AMLX,2022-03-17,,,,,,
AMN,2024-03-07,-0.0010778507273955977,0.606050580935324,0.04406569142566771,-0.014749542432450587,0.03553880030887459,0.017758180889979904
