ticker,company_name,event_date,cluster_start,cluster_end,n_unique_insiders,n_transactions,insider_names,total_value,avg_price,first_trade_date,last_trade_date,first_filing_date,last_filing_date
ADT,Adt Inc.,2023-05-08 16:34:32,2023-05-04,2023-05-05,5,5,Haenggi Jamie Elizabeth; Jackson Delu; Porpora Kenneth; Thorsen Wayne; Young Donald M.,999164,5.392,2023-05-04,2023-05-05,2023-05-04 20:26:44,2023-05-08 16:34:32
UMBF,Umb Financial Corp,2023-05-08 16:44:06,2023-05-01,2023-05-05,3,3,Davidson Janine; Gordon Lansford E.; Murphy Timothy R.,234525,57.45666666666667,2023-05-01,2023-05-05,2023-05-02 17:12:13,2023-05-08 16:44:06
SFBS,"Servisfirst Bancshares, Inc.",2023-05-08 16:47:30,2023-04-20,2023-05-04,3,4,Broughton Thomas A; Smith Hatton C.V.; Tuder Irma Loya,424197,48.6675,2023-04-20,2023-05-04,2023-04-20 16:28:29,2023-05-08 16:47:30
ZION,"Zions Bancorporation, National Association /ut/",2023-05-08 18:07:59,2023-04-28,2023-05-04,5,5,Burdiss Paul E.; Huang Claire A; McLean Scott J; Robinson Rebecca K; Simmons Harris H,2730977,23.881999999999998,2023-04-28,2023-05-04,2023-05-02 16:39:07,2023-05-08 18:07:59
LKFN,Lakeland Financial Corp,2023-05-09 13:52:05,2023-04-28,2023-05-09,3,4,Pichon Emily E; Smith Brian J; Welch M Scott,1533754,49.07,2023-04-28,2023-05-09,2023-05-01 11:44:29,2023-05-09 13:52:05
FNLC,"First Bancorp, Inc /me/",2023-05-09 14:13:40,2023-04-21,2023-05-08,4,5,Gregory Robert B; Smith Stuart G; Swan Kimberly; Tolman Sarah,122068,24.384,2023-04-21,2023-05-08,2023-04-24 11:20:58,2023-05-09 14:13:40
BANF,Bancfirst Corp /ok/,2023-05-09 14:19:30,2023-04-26,2023-05-09,4,4,Brand Dennis L; Goyne Joe; Rainbolt H E; Schmidt Darryl,513252,73.1275,2023-04-26,2023-05-09,2023-04-26 12:39:54,2023-05-09 14:19:30
PEBO,Peoples Bancorp Inc,2023-05-09 16:43:34,2023-04-27,2023-05-09,4,7,Beam S Craig; Rector Susan D.; Skinner Frances A; Smith Dwight Eric,135703,25.385714285714283,2023-04-27,2023-05-09,2023-04-28 15:24:57,2023-05-09 16:43:34
USB,Us Bancorp de,2023-05-09 17:19:55,2023-04-21,2023-05-08,4,4,Colberg Alan B.; Kelligrew James B; McKenney Richard P; Wine Scott W.,2446063,31.990000000000002,2023-04-21,2023-05-08,2023-04-24 16:55:02,2023-05-09 17:19:55
IVAC,Intevac Inc,2023-05-10 10:22:48,2023-05-08,2023-05-08,3,3,Hunton Nigel; Klein Michele; Moniz James P,75500,5.033333333333333,2023-05-08,2023-05-08,2023-05-08 14:13:14,2023-05-10 10:22:48
PFS,Provident Financial Services Inc,2023-05-10 16:18:16,2023-05-02,2023-05-05,3,4,Dunigan James P; Labozzetta Anthony J; Lista George,82169,15.65,2023-05-02,2023-05-05,2023-05-03 12:55:12,2023-05-10 16:18:16
EQBK,Equity Bancshares Inc,2023-05-10 16:28:32,2023-05-03,2023-05-09,3,3,Allerheiligen Gary C; Gaeddert Gregory L; Loving James S,99631,21.400000000000002,2023-05-03,2023-05-09,2023-05-05 17:35:35,2023-05-10 16:28:32
OBNK,"Origin Bancorp, Inc.",2023-05-10 17:51:58,2023-05-01,2023-05-10,7,11,Jones Michael Aubrey; Luffey Gary E.; McGee Derek; Mills Drake; Moore Preston; Taylor Steven Lewis; Wallace Willliam J IV,294537,27.391818181818177,2023-05-01,2023-05-10,2023-05-02 17:25:15,2023-05-10 17:51:58
PBBK,"Pb Bankshares, Inc.",2023-05-11 13:41:03,2023-04-28,2023-05-10,6,9,Amin Janak M; Bixler Lindsay S; Byers Douglas L; Carroll Joseph W; Sayre William H; Witt Larry,161025,11.94,2023-04-28,2023-05-10,2023-05-02 14:59:59,2023-05-11 13:41:03
GBCI,"Glacier Bancorp, Inc.",2023-05-11 13:50:33,2023-04-25,2023-05-11,4,8,Chery Don J.; Chesler Randall M; Copher Ron J; Langel Craig A,376257,30.833750000000002,2023-04-25,2023-05-11,2023-04-25 15:09:17,2023-05-11 13:50:33
IBTX,"Independent Bank Group, Inc.",2023-05-11 14:22:21,2023-05-04,2023-05-11,7,8,Brooks Daniel W; Brooks David R; Fair William E; Hobbs Michael B; Langdale Paul B; Montgomery Brenda K; Tippit James P,449799,30.740000000000002,2023-05-04,2023-05-11,2023-05-04 16:02:56,2023-05-11 14:22:21
PBPB,Potbelly Corp,2023-05-11 16:25:32,2023-05-09,2023-05-09,4,4,Cirulis Steven; Dixon Adiya; Near David; Wright Robert D.,120945,8.2325,2023-05-09,2023-05-09,2023-05-09 20:28:37,2023-05-11 16:25:32
BRT,Brt Apartments Corp.,2023-05-11 16:45:12,2023-05-09,2023-05-09,3,3,Gould Investors L P; Gould Jeffrey; Gould Matthew J,301917,16.9,2023-05-09,2023-05-09,2023-05-11 16:35:15,2023-05-11 16:45:12
ONB,Old National Bancorp /in/,2023-05-11 16:59:32,2023-04-28,2023-05-09,4,4,Brown Thomas Lynn; Hayley Kathryn; Moran John V; Ryan James C III,317678,14.7425,2023-04-28,2023-05-09,2023-05-02 18:38:51,2023-05-11 16:59:32
MED,Medifast Inc,2023-05-11 17:42:56,2023-05-05,2023-05-09,5,5,Brown Jeffrey J; Hallquist Constance J.; Hoer Michael A.; Schlackman Scott; Thomas Andrea B,73546,87.94,2023-05-05,2023-05-09,2023-05-11 17:41:28,2023-05-11 17:42:56
SLRN,"Acelyrin, Inc.",2023-05-11 21:16:01,2023-05-09,2023-05-09,9,9,"Becker Daniel J.; Dier Mardi; Gosebruch Henry O; Kim Mina; Oyston Ronald; Peloso Paul; Seidenberg Beth C; Svoronos Dawn; Westlake Biopartners Fund Ii, L.P.",47651976,18.0,2023-05-09,2023-05-09,2023-05-11 20:51:59,2023-05-11 21:16:01
EBMT,"Eagle Bancorp Montana, Inc.",2023-05-12 11:59:38,2023-04-28,2023-05-10,6,7,Clark Laura; Hays Rick; Nash Chantelle; O'Neill Mark A; Rensmon Patrick D; Utterback Cynthia A,126856,13.035714285714286,2023-04-28,2023-05-10,2023-05-01 15:53:21,2023-05-12 11:59:38
ENBP,Enb Financial Corp,2023-05-12 12:42:54,2023-04-18,2023-05-12,6,7,Bitner Rachel G; Kitsch William J IV; Klein Nicholas D; Neiss Chad E; Stauffer Jeffrey; Zimmerman Roger L,60407,13.73,2023-04-18,2023-05-12,2023-04-18 09:59:05,2023-05-12 12:42:54
CHCO,City Holding Co,2023-05-12 16:39:39,2023-04-14,2023-05-12,3,3,Fisher Robert D; Hylton Tracy W II; Jones J. Thomas,49329,87.44666666666667,2023-04-14,2023-05-12,2023-04-17 14:17:19,2023-05-12 16:39:39
VABK,Virginia National Bankshares Corp,2023-05-12 17:03:30,2023-05-02,2023-05-11,7,8,Adams John Buchanan Jr; Bayes Virginia R; Carter Kevin T; Dittmar William D Jr.; Frostick Randolph D; Keyser Jay B; Rust Glenn W,196515,30.14375,2023-05-02,2023-05-11,2023-05-03 14:03:13,2023-05-12 17:03:30
THFF,First Financial Corp /in/,2023-05-15 09:10:47,2023-04-27,2023-05-12,7,10,Brighton William Curtis; Jensen Susan M; Krieble William Randolph; Maher Tina Jane; Martin Thomas Craig; Pierson Paul Joseph II; Shagley Richard Jerome,280997,33.090999999999994,2023-04-27,2023-05-12,2023-04-28 15:24:28,2023-05-15 09:10:47
HMST,"Homestreet, Inc.",2023-05-15 09:41:25,2023-05-02,2023-05-12,7,7,Boggs Scott M; Endresen William; Hand Erik D; Harper Troy; Michel John; Parr David L; Patterson Mark Robert,610892,6.369999999999999,2023-05-02,2023-05-12,2023-05-04 11:14:16,2023-05-15 09:41:25
BOTJ,Bank of the James Financial Group Inc,2023-05-15 10:04:55,2023-04-25,2023-05-12,12,19,Addison Lewis C; Alford John R Jr; Bryant William C III; Chapman Robert R; Dalton Aubrey Douglas III; Doyle Julie P; Foster Watt R Jr; Petticolas Augustus A Jr; Pettyjohn Thomas W Jr; Scruggs J Todd; Sorenson Eric John Jr; Syrek Michael A,107810,9.323157894736841,2023-04-25,2023-05-12,2023-04-26 10:03:44,2023-05-15 10:04:55
RRBI,Red River Bancshares Inc,2023-05-15 10:47:42,2023-05-03,2023-05-12,3,3,Carriere Isabel V.; Chatelain Ronald Blake; Price Teddy Ray,50896,45.30666666666667,2023-05-03,2023-05-12,2023-05-03 16:40:46,2023-05-15 10:47:42
QCRH,Qcr Holdings Inc,2023-05-15 14:24:21,2023-04-20,2023-05-12,4,5,Field James M.; Helling Larry J; Jacobs Elizabeth S; Ziegler Marie Z.,142669,38.794,2023-04-20,2023-05-12,2023-04-20 15:01:37,2023-05-15 14:24:21
INBK,First Internet Bancorp,2023-05-15 14:39:01,2023-05-03,2023-05-12,6,7,Bade Aasif M.; Becker David B; Christian Justin P.; Dee Ann C.; Keach John K Jr; Lorch Nicole S.,427130,10.709999999999999,2023-05-03,2023-05-12,2023-05-05 16:02:17,2023-05-15 14:39:01
SBSI,Southside Bancshares Inc,2023-05-15 15:01:23,2023-05-04,2023-05-12,3,4,Buie Herbert C; Gibson Lee R; Morgan Tony K,207378,27.595,2023-05-04,2023-05-12,2023-05-04 13:17:05,2023-05-15 15:01:23
SFNC,Simmons First National Corp,2023-05-15 15:46:27,2023-04-28,2023-05-12,8,13,Brogdon James M; Casteel Marty; Drilling Edward; Fehlman Robert A; Hunt Eugene; Makris George Jr; Massanelli Stephen C; Yaney Stewart Bradley,1017406,15.808461538461536,2023-04-28,2023-05-12,2023-05-02 15:31:05,2023-05-15 15:46:27
SSBK,"Southern States Bancshares, Inc.",2023-05-15 15:52:46,2023-05-04,2023-05-12,3,3,Hinton Jonathan; Hunsaker Christine; McCarty Cynthia S.,55806,20.603333333333335,2023-05-04,2023-05-12,2023-05-05 15:55:40,2023-05-15 15:52:46
SMBK,Smartfinancial Inc.,2023-05-15 16:15:16,2023-05-01,2023-05-12,6,7,Carroll William Young Jr.; Miller Ted Charles; Ogle David Austin; Welborn Wesley Miller; Whaley Keith Edward; Wolpert Geoffrey Alan,320194,20.062857142857144,2023-05-01,2023-05-12,2023-05-02 07:19:52,2023-05-15 16:15:16
ALB,Albemarle Corp,2023-05-15 16:15:28,2023-05-05,2023-05-10,3,3,Coleman Kristin M.; Masters J Kent; Norris Eric,1489774,186.37666666666667,2023-05-05,2023-05-10,2023-05-08 16:46:54,2023-05-15 16:15:28
TRS,Trimas Corp,2023-05-15 17:14:21,2023-05-04,2023-05-12,3,3,Fielkow Jeffrey A; Finley Teresa; Tredwell Daniel P,26016,25.36,2023-05-04,2023-05-12,2023-05-05 16:38:22,2023-05-15 17:14:21
WAFD,Washington Federal Inc,2023-05-15 17:24:29,2023-05-11,2023-05-15,3,4,Endrizzi James; Grant David K; Talbot Randall H,453806,19.2875,2023-05-11,2023-05-15,2023-05-12 12:36:37,2023-05-15 17:24:29
CVCY,Central Valley Community Bancorp,2023-05-15 18:28:39,2023-04-28,2023-05-15,10,10,Avrett Shannon R; Cunningham Daniel N; Doyle Daniel J; Kim James J; Lauhon Blaine; Luis Patrick A; Majarian Andriana D; Martin Jeffrey Michael; McMurray Louis C; Ramos Anthony Kenneth,473458,14.443000000000001,2023-04-28,2023-05-15,2023-04-28 14:01:19,2023-05-15 18:28:39
KREF,Kkr Real Estate Finance Trust Inc.,2023-05-15 18:32:57,2023-04-27,2023-05-12,3,3,Lee Christen E.J.; Mattson W Patrick; Salem Matthew A,454000,10.49,2023-04-27,2023-05-12,2023-05-01 19:05:39,2023-05-15 18:32:57
BSBK,Bogota Financial Corp.,2023-05-16 10:38:14,2023-04-18,2023-05-12,3,8,Goldberg Steven M.; Masterson John J.; Pace Kevin,70654,8.26625,2023-04-18,2023-05-12,2023-04-20 11:38:09,2023-05-16 10:38:14
ALRS,Alerus Financial Corp,2023-05-16 11:12:33,2023-05-11,2023-05-15,4,4,Estep Janet O; Lorenson Katie A; Vetter Galen G; Villalon Alan,111696,13.897499999999999,2023-05-11,2023-05-15,2023-05-12 15:59:01,2023-05-16 11:12:33
CMTV,Community Bancorp /vt,2023-05-16 11:34:08,2023-04-24,2023-05-16,6,8,Bouffard David Mark; Caldwell Christopher L.; Delhaie Leslie; Martin Carol; Marvin Emma; Wheeler James G. Jr.,57784,18.86,2023-04-24,2023-05-16,2023-04-24 12:38:39,2023-05-16 11:34:08
FUNC,First United Corp/md/,2023-05-16 11:44:46,2023-04-18,2023-05-15,3,5,Boal Brian R.; Rodeheaver Carissa Lynn; Rush Jason Barry,15303,14.815999999999999,2023-04-18,2023-05-15,2023-04-19 18:05:13,2023-05-16 11:44:46
EWBC,East West Bancorp Inc,2023-05-16 12:32:32,2023-05-04,2023-05-11,9,11,Alvarez Manuel Pham; Campbell Molly; Deskus Archana; Kay Sabrina; Ng Dominic; Oh Irene H; Shi Parker; Sussman Lester; Teo Gary,1638336,43.67454545454546,2023-05-04,2023-05-11,2023-05-04 14:09:28,2023-05-16 12:32:32
TSN,"Tyson Foods, Inc.",2023-05-16 13:26:36,2023-05-09,2023-05-12,5,5,King Donnie; McNamara Kevin M; Morris Wes; Soderstrom Johanna; Stewart Brady J.,2348312,48.712,2023-05-09,2023-05-12,2023-05-10 17:49:07,2023-05-16 13:26:36
FFIN,First Financial Bankshares Inc,2023-05-16 15:30:53,2023-04-27,2023-05-15,4,6,Denny Michael B.; Hickox Michelle S; Nickles Robert Clark Jr; Trotter Johnny,948596,27.896666666666665,2023-04-27,2023-05-15,2023-04-28 09:24:10,2023-05-16 15:30:53
OCFC,Oceanfirst Financial Corp,2023-05-16 15:36:07,2023-04-25,2023-05-12,4,8,Barrett Patrick Sean; Lebel Joseph III; Maher Christopher; Murphy Joseph M. Jr.,235023,15.53,2023-04-25,2023-05-12,2023-04-26 11:59:20,2023-05-16 15:36:07
TCFC,Community Financial Corp /md/,2023-05-16 16:02:01,2023-05-09,2023-05-12,4,4,Adams Michael Brian; Capitani Todd L; Chappelle John Anthony; Sanders Edward Lawrence III,130812,25.4025,2023-05-09,2023-05-12,2023-05-11 16:03:09,2023-05-16 16:02:01
WNEB,"Western New England Bancorp, Inc.",2023-05-16 16:20:47,2023-05-02,2023-05-12,8,9,Benoit Laura; Bonini John E; Goncalves Filipe B; Hagan James C; Miles Allen J III; O'Connor Kevin C; Richter Steven G.; Sajdak Guida R,67800,6.085555555555555,2023-05-02,2023-05-12,2023-05-04 16:35:34,2023-05-16 16:20:47
MRBK,Meridian Corp,2023-05-16 16:41:22,2023-05-05,2023-05-15,7,8,Annas Christopher J.; Casciato Robert M.; Helmig Christine Marie; Holland Robert T.; Hollin Edward J.; Imbesi Anthony Mark; Lindsay Denise,308066,8.776250000000001,2023-05-05,2023-05-15,2023-05-09 15:59:33,2023-05-16 16:41:22
BOH,Bank of Hawaii Corp,2023-05-16 16:49:00,2023-05-01,2023-05-12,3,3,Lucien Kent Thomas; Moy Alicia E; Nichols Victor K,333875,42.29666666666666,2023-05-01,2023-05-12,2023-05-02 18:54:58,2023-05-16 16:49:00
HONE,"Harborone Bancorp, Inc.",2023-05-16 17:09:11,2023-05-04,2023-05-16,3,4,Casey Joseph F; Simmons Linda; Sullivan Michael James,186403,7.9275,2023-05-04,2023-05-16,2023-05-05 11:10:29,2023-05-16 17:09:11
NWBI,"Northwest Bancshares, Inc.",2023-05-17 12:27:29,2023-04-26,2023-05-16,5,5,Campana Robert M; Hunter Timothy M; Paup Mark A; Torchio Louis J; Tullio David M,331997,10.792,2023-04-26,2023-05-16,2023-04-26 14:00:19,2023-05-17 12:27:29
TRST,Trustco Bank Corp N Y,2023-05-17 14:24:49,2023-05-01,2023-05-15,7,10,Curley Kevin M; Hall Michael James; Leonard Robert M; McCormick Robert J; Ozimek Michael M; Salvador Scot R; Schreck Eric W,448741,28.611,2023-05-01,2023-05-15,2023-05-01 18:32:53,2023-05-17 14:24:49
CFR,"Cullen/frost Bankers, Inc.",2023-05-17 14:35:12,2023-05-04,2023-05-15,4,4,Avery Chris; Berman Bobby; John Howard Willome; Kasanoff Howard L.,919437,97.53999999999999,2023-05-04,2023-05-15,2023-05-04 17:09:22,2023-05-17 14:35:12
RCKY,"Rocky Brands, Inc.",2023-05-17 14:44:44,2023-05-15,2023-05-16,4,4,Brooks Jason; O'Connor Sarah E; Robertson Thomas D.; Smith Dwight Eric,61400,19.07,2023-05-15,2023-05-16,2023-05-15 10:25:54,2023-05-17 14:44:44
FRST,Primis Financial Corp.,2023-05-17 17:52:07,2023-05-05,2023-05-17,4,7,Clagett Robert Yates; Cook William Rand; Johnson Eric Alan; Williamson Susan B,126917,7.331428571428572,2023-05-05,2023-05-17,2023-05-09 14:21:49,2023-05-17 17:52:07
FNRN,First Northern Community Bancorp,2023-05-17 20:38:28,2023-05-03,2023-05-17,4,4,Brady Patrick R; Hayes Barbara A; Smith Jeremiah Zachary; Walker Louise A,19148,6.9875,2023-05-03,2023-05-17,2023-05-03 16:47:27,2023-05-17 20:38:28
FSBC,Five Star Bancorp,2023-05-18 10:16:32,2023-04-27,2023-05-17,10,12,Allbaugh Larry Eugene; Lee Michael Eugene; Lucas Donna; Luck Heather Christina; Perry-Smith Robert Truxtun; Ramos Kevin Francis; Rizzo Michael Anthony; Wait Brett Levi; Wetton Shelley Ronan; White Leigh Ann,959955,20.045833333333334,2023-04-27,2023-05-17,2023-04-27 16:32:32,2023-05-18 10:16:32
CCNE,Cnb Financial Corp/pa,2023-05-18 12:06:00,2023-04-20,2023-05-17,5,7,Obi N. Michael; Peduzzi Michael D; Scott Nicholas N. Jr.; Smith Peter F; Straub Francis X III,135741,18.25857142857143,2023-04-20,2023-05-17,2023-04-21 16:07:40,2023-05-18 12:06:00
BOKF,Bok Financial Corp,2023-05-18 12:46:45,2023-05-01,2023-05-16,3,4,Grunst Martin E; Joullian Edward C IV; Vincent Brad A,388156,79.0725,2023-05-01,2023-05-16,2023-05-03 17:54:35,2023-05-18 12:46:45
SHBI,Shore Bancshares Inc,2023-05-18 16:15:56,2023-05-04,2023-05-17,6,6,Cavey Michael T.; Clemmer R. Michael; Jones David S.; Moore David W.; Stevens Donna J.; Wayson Konrad,196776,11.111666666666666,2023-05-04,2023-05-17,2023-05-09 16:30:20,2023-05-18 16:15:56
HTLD,Heartland Express Inc,2023-05-18 17:36:48,2023-05-02,2023-05-16,3,6,Ann S. Gerdin Revocable Trust; Gerdin Michael J; Sullivan Michael John,3365814,14.911666666666667,2023-05-02,2023-05-16,2023-05-03 19:50:55,2023-05-18 17:36:48
RBA,Ritchie Bros Auctioneers Inc,2023-05-18 17:54:52,2023-05-15,2023-05-18,7,8,Dewitt Adam; Elton Robert George; Fandozzi Ann; Hook Lisa; Olsson Erik; Raiss Sarah E.; Stephenson Carol,1492501,53.0975,2023-05-15,2023-05-18,2023-05-16 12:12:16,2023-05-18 17:54:52
FAT,"Fat Brands, Inc",2023-05-18 18:46:05,2023-05-10,2023-05-17,4,4,"Fog Cutter Holdings, LLC; Kepp Kenneth; Wiederhorn Andrew; Wiederhorn Thayer Donald",62612,10.514999999999999,2023-05-10,2023-05-17,2023-05-11 21:08:36,2023-05-18 18:46:05
BLFY,Blue Foundry Bancorp,2023-05-19 09:20:18,2023-05-02,2023-05-18,8,9,Ely James Christopher; Goldberg Jason M.; Goldstein Robert Thomas; Grimbilas Kenneth; Jobes Elizabeth Varki; Nesci James D; Rowe Robert; Shaw Jonathan M.,125755,8.893333333333333,2023-05-02,2023-05-18,2023-05-03 17:01:19,2023-05-19 09:20:18
HFWA,Heritage Financial Corp /wa/,2023-05-19 12:27:42,2023-04-26,2023-05-19,3,3,Charneski Brian; Lyon Jeffrey S; Rivera Frederick B,119582,16.53,2023-04-26,2023-05-19,2023-04-27 17:19:19,2023-05-19 12:27:42
QNST,"Quinstreet, Inc",2023-05-19 13:06:26,2023-05-15,2023-05-17,4,4,Ahmed Asmau; Glickman Matthew; Pauldine David J; Smith Hillary B,225648,7.435,2023-05-15,2023-05-17,2023-05-17 19:38:45,2023-05-19 13:06:26
MPB,Mid Penn Bancorp Inc,2023-05-19 13:22:42,2023-05-11,2023-05-17,5,6,Abel Robert A; De Soto Matthew G; Mowery Theodore W; Noone John E; Ritrievi Rory G,287728,19.55333333333333,2023-05-11,2023-05-17,2023-05-12 14:24:26,2023-05-19 13:22:42
ECBK,"Ecb Bancorp, Inc. /Md/",2023-05-19 13:30:03,2023-05-15,2023-05-17,3,4,Citrano John A; Migliozzi John; O'Neil Richard J Jr,267912,10.995000000000001,2023-05-15,2023-05-17,2023-05-17 16:03:53,2023-05-19 13:30:03
FNWD,Finward Bancorp,2023-05-19 14:48:23,2023-05-01,2023-05-15,5,7,Bochnowski Benjamin J; Bochnowski David A; Han Amy Wong; Lowry Robert T; Torabi Peymon,82777,27.33428571428571,2023-05-01,2023-05-15,2023-05-02 16:59:07,2023-05-19 14:48:23
WSBC,Wesbanco Inc,2023-05-19 15:38:04,2023-05-04,2023-05-19,4,4,Fitzsimmons Robert J; Jackson Jeffrey H; Knouse-Snyder Denise H; Love Scott A,363324,22.744999999999997,2023-05-04,2023-05-19,2023-05-05 11:05:02,2023-05-19 15:38:04
